transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,risk_flag,amount_norm,trust_norm,velocity_norm,transaction_node,merchant_node,cardholder_node,fraud_label
39,207.5,15,Grocery,0,0,64,1,46,0,0,0.14105666739177725,0.5270270270270271,0.1111111111111111,TX_39,Grocery,USER_38,Normal
40,104.42,8,Electronics,0,0,99,1,31,0,0,0.07098379377855123,1.0,0.1111111111111111,TX_40,Electronics,USER_39,Normal
41,23.43,12,Travel,0,0,54,1,60,0,0,0.015927507069828147,0.391891891891892,0.1111111111111111,TX_41,Travel,USER_40,Normal
42,123.04,22,Food,0,1,36,3,62,0,1,0.08364150532956276,0.14864864864864868,0.3333333333333333,TX_42,Food,USER_41,Normal
43,6.3,11,Clothing,0,0,86,3,22,0,0,0.004282684359364803,0.8243243243243245,0.3333333333333333,TX_43,Clothing,USER_42,Normal
44,432.08,21,Clothing,0,1,86,0,61,0,1,0.2937241679356102,0.8243243243243245,0.0,TX_44,Clothing,USER_43,Normal
45,53.9,16,Grocery,0,0,94,2,34,0,0,0.036640743963454424,0.9324324324324326,0.2222222222222222,TX_45,Grocery,USER_44,Normal
46,195.53,1,Grocery,0,0,39,3,46,0,0,0.13291956710898412,0.18918918918918926,0.3333333333333333,TX_46,Grocery,USER_45,Normal
47,67.24,12,Electronics,0,0,31,3,38,0,0,0.04570915814661736,0.08108108108108114,0.3333333333333333,TX_47,Electronics,USER_46,Normal
48,132.14,0,Clothing,0,0,30,2,23,0,0,0.08982760495975635,0.0675675675675676,0.2222222222222222,TX_48,Clothing,USER_47,Normal
49,142.42,18,Travel,0,1,51,2,41,0,1,0.09681585816837067,0.3513513513513514,0.2222222222222222,TX_49,Travel,USER_48,Normal
50,36.79,10,Grocery,0,0,26,1,66,0,0,0.025009517076354144,0.013513513513513542,0.1111111111111111,TX_50,Grocery,USER_49,Normal
51,628.71,4,Clothing,0,0,30,4,45,0,0,0.42739150532956277,0.0675675675675676,0.4444444444444444,TX_51,Clothing,USER_50,Normal
52,268.6,0,Food,0,0,85,1,34,0,0,0.1825919077659343,0.8108108108108109,0.1111111111111111,TX_52,Food,USER_51,Normal
53,504.92,19,Electronics,0,0,56,1,59,0,0,0.34324015662388513,0.41891891891891897,0.1111111111111111,TX_53,Electronics,USER_52,Normal
54,405.39,12,Grocery,0,0,53,0,39,0,0,0.27558054165760276,0.3783783783783784,0.0,TX_54,Grocery,USER_53,Normal
55,163.99,7,Grocery,0,0,89,2,41,0,0,0.11147895366543398,0.864864864864865,0.2222222222222222,TX_55,Grocery,USER_54,Normal
56,458.9,5,Travel,0,0,39,1,57,0,0,0.31195616706547746,0.18918918918918926,0.1111111111111111,TX_56,Travel,USER_55,Normal
57,16.68,16,Grocery,0,0,34,1,35,0,0,0.01133891668479443,0.12162162162162166,0.1111111111111111,TX_57,Grocery,USER_56,Normal
58,39.26,11,Clothing,1,1,34,3,45,1,2,0.026688601261692407,0.12162162162162166,0.3333333333333333,TX_58,Clothing,USER_57,Fraud
59,8.33,0,Clothing,0,0,34,2,27,0,0,0.005662660430715684,0.12162162162162166,0.2222222222222222,TX_59,Clothing,USER_58,Normal
60,70.84,2,Clothing,0,0,61,4,18,0,0,0.048156406351968675,0.4864864864864865,0.4444444444444444,TX_60,Clothing,USER_59,Normal
61,88.58,13,Food,0,0,56,0,54,0,0,0.060215901675005436,0.41891891891891897,0.0,TX_61,Food,USER_60,Normal
62,56.98,7,Food,1,0,60,2,43,0,1,0.03873450076136611,0.472972972972973,0.2222222222222222,TX_62,Food,USER_61,Normal
63,317.62,10,Grocery,0,0,88,1,67,0,0,0.21591527082880138,0.8513513513513514,0.1111111111111111,TX_63,Grocery,USER_62,Normal
64,79.42,13,Food,0,0,39,3,43,0,0,0.053989014574722646,0.18918918918918926,0.3333333333333333,TX_64,Food,USER_63,Normal
65,59.36,7,Food,0,0,97,1,50,0,0,0.040352403741570585,0.9729729729729731,0.1111111111111111,TX_65,Food,USER_64,Normal
66,140.83,2,Travel,0,0,40,2,26,0,0,0.09573499021100719,0.20270270270270274,0.2222222222222222,TX_66,Travel,USER_65,Normal
67,27.34,6,Food,0,0,70,2,35,0,0,0.018585490537306938,0.6081081081081082,0.2222222222222222,TX_67,Food,USER_66,Normal
68,291.69,18,Electronics,1,1,68,1,22,0,2,0.19828828583859037,0.5810810810810811,0.1111111111111111,TX_68,Electronics,USER_67,Normal
69,13.95,3,Electronics,0,0,59,1,39,0,0,0.009483086795736348,0.45945945945945954,0.1111111111111111,TX_69,Electronics,USER_68,Normal
70,780.15,15,Electronics,0,0,75,3,27,0,0,0.5303390798346748,0.6756756756756758,0.3333333333333333,TX_70,Electronics,USER_69,Normal
71,266.31,12,Grocery,0,0,82,2,31,0,0,0.1810351859908636,0.7702702702702703,0.2222222222222222,TX_71,Grocery,USER_70,Normal
72,39.88,19,Clothing,0,0,29,1,29,0,0,0.02711007178594736,0.05405405405405406,0.1111111111111111,TX_72,Clothing,USER_71,Normal
73,1.0,18,Travel,0,1,62,2,49,0,1,0.0006797911681531433,0.5000000000000001,0.2222222222222222,TX_73,Travel,USER_72,Normal
74,304.18,4,Grocery,0,0,30,1,56,0,0,0.20677887752882315,0.0675675675675676,0.1111111111111111,TX_74,Grocery,USER_73,Normal
75,220.88,22,Clothing,0,1,75,1,62,0,1,0.1501522732216663,0.6756756756756758,0.1111111111111111,TX_75,Clothing,USER_74,Normal
76,235.02,4,Travel,0,1,38,2,53,0,1,0.15976452033935176,0.17567567567567577,0.2222222222222222,TX_76,Travel,USER_75,Normal
77,265.54,19,Travel,0,0,72,0,68,0,0,0.18051174679138568,0.6351351351351352,0.0,TX_77,Travel,USER_76,Normal
78,13.85,23,Travel,0,0,36,4,67,0,0,0.009415107678921035,0.14864864864864868,0.4444444444444444,TX_78,Travel,USER_77,Normal
79,79.9,3,Electronics,0,0,76,4,64,0,0,0.054315314335436155,0.6891891891891894,0.4444444444444444,TX_79,Electronics,USER_78,Normal
80,22.17,1,Electronics,0,0,92,1,32,0,0,0.015070970197955188,0.9054054054054056,0.1111111111111111,TX_80,Electronics,USER_79,Normal
81,357.94,12,Electronics,0,0,83,3,50,0,0,0.24332445072873612,0.7837837837837839,0.3333333333333333,TX_81,Electronics,USER_80,Normal
82,175.73,15,Travel,0,1,42,0,33,0,1,0.11945970197955187,0.22972972972972971,0.0,TX_82,Travel,USER_81,Normal
83,72.33,21,Travel,1,0,77,1,21,0,1,0.04916929519251686,0.7027027027027027,0.1111111111111111,TX_83,Travel,USER_82,Normal
84,11.82,1,Electronics,0,0,55,1,68,0,0,0.008035131607570155,0.4054054054054055,0.1111111111111111,TX_84,Electronics,USER_83,Normal
85,67.05,18,Travel,0,0,59,3,20,0,0,0.04557999782466826,0.45945945945945954,0.3333333333333333,TX_85,Travel,USER_84,Normal
86,70.8,16,Electronics,0,0,28,2,43,0,0,0.04812921470524255,0.04054054054054057,0.2222222222222222,TX_86,Electronics,USER_85,Normal
87,235.42,4,Electronics,0,0,33,0,54,0,0,0.160036436806613,0.10810810810810811,0.0,TX_87,Electronics,USER_86,Normal
88,182.68,17,Electronics,1,0,39,0,51,0,1,0.12418425059821622,0.18918918918918926,0.0,TX_88,Electronics,USER_87,Normal
89,392.81,22,Clothing,0,0,66,4,59,0,0,0.26702876876223625,0.5540540540540541,0.4444444444444444,TX_89,Clothing,USER_88,Normal
90,115.03,20,Travel,0,0,83,1,26,0,0,0.07819637807265607,0.7837837837837839,0.1111111111111111,TX_90,Travel,USER_89,Normal
91,22.93,17,Grocery,0,0,97,1,61,0,0,0.015587611485751576,0.9729729729729731,0.1111111111111111,TX_91,Grocery,USER_90,Normal
92,224.84,7,Electronics,0,0,56,0,31,0,0,0.15284424624755275,0.41891891891891897,0.0,TX_92,Electronics,USER_91,Normal
93,257.47,14,Grocery,0,0,69,2,64,0,0,0.17502583206438982,0.5945945945945946,0.2222222222222222,TX_93,Grocery,USER_92,Normal
94,148.3,12,Clothing,0,0,29,1,50,0,0,0.10081303023711116,0.05405405405405406,0.1111111111111111,TX_94,Clothing,USER_93,Normal
95,265.3,12,Travel,0,1,55,4,65,0,1,0.18034859691102895,0.4054054054054055,0.4444444444444444,TX_95,Travel,USER_94,Normal
96,122.55,15,Electronics,0,0,49,1,55,0,0,0.08330840765716771,0.32432432432432434,0.1111111111111111,TX_96,Electronics,USER_95,Normal
97,133.14,21,Electronics,0,0,80,2,22,0,0,0.09050739612790949,0.7432432432432433,0.2222222222222222,TX_97,Electronics,USER_96,Normal
98,100.41,19,Electronics,0,0,25,2,68,0,0,0.06825783119425712,0.0,0.2222222222222222,TX_98,Electronics,USER_97,Normal
99,4.63,12,Grocery,0,0,85,0,64,0,0,0.0031474331085490537,0.8108108108108109,0.0,TX_99,Grocery,USER_98,Normal
100,20.55,19,Clothing,0,0,91,3,45,0,0,0.013969708505547096,0.891891891891892,0.3333333333333333,TX_100,Clothing,USER_99,Normal
101,5.75,1,Travel,0,0,91,1,50,0,0,0.003908799216880574,0.891891891891892,0.1111111111111111,TX_101,Travel,USER_100,Normal
102,182.11,2,Clothing,0,0,66,3,34,0,0,0.12379676963236894,0.5540540540540541,0.3333333333333333,TX_102,Clothing,USER_101,Normal
103,67.93,14,Electronics,0,0,83,3,38,0,0,0.04617821405264303,0.7837837837837839,0.3333333333333333,TX_103,Electronics,USER_102,Normal
104,127.88,22,Clothing,0,0,74,2,24,0,0,0.08693169458342397,0.6621621621621622,0.2222222222222222,TX_104,Clothing,USER_103,Normal
105,428.63,18,Grocery,0,0,58,2,57,0,0,0.2913788884054818,0.44594594594594594,0.2222222222222222,TX_105,Grocery,USER_104,Normal
106,51.61,12,Food,0,0,92,4,52,0,0,0.035084022188383725,0.9054054054054056,0.4444444444444444,TX_106,Food,USER_105,Normal
107,95.09,4,Food,0,1,78,6,24,0,1,0.0646413421796824,0.7162162162162163,0.6666666666666666,TX_107,Food,USER_106,Normal
108,253.57,21,Travel,0,1,38,2,25,0,1,0.17237464650859255,0.17567567567567577,0.2222222222222222,TX_108,Travel,USER_107,Normal
109,46.76,5,Travel,0,0,56,3,68,0,0,0.03178703502284098,0.41891891891891897,0.3333333333333333,TX_109,Travel,USER_108,Normal
110,14.42,13,Clothing,1,0,94,0,61,0,1,0.009802588644768327,0.9324324324324326,0.0,TX_110,Clothing,USER_109,Normal
111,61.59,3,Travel,0,0,32,0,59,0,0,0.0418683380465521,0.09459459459459463,0.0,TX_111,Travel,USER_110,Normal
112,31.65,21,Grocery,0,0,59,1,48,0,0,0.021515390472046987,0.45945945945945954,0.1111111111111111,TX_112,Grocery,USER_111,Normal
113,477.89,18,Electronics,0,0,48,3,22,0,0,0.3248654013487057,0.31081081081081086,0.3333333333333333,TX_113,Electronics,USER_112,Normal
114,297.16,22,Electronics,0,0,27,2,22,0,0,0.2020067435283881,0.027027027027027084,0.2222222222222222,TX_114,Electronics,USER_113,Normal
115,180.63,6,Clothing,0,0,60,3,41,0,0,0.12279067870350227,0.472972972972973,0.3333333333333333,TX_115,Clothing,USER_114,Normal
116,369.27,3,Electronics,1,0,75,1,39,0,1,0.2510264846639112,0.6756756756756758,0.1111111111111111,TX_116,Electronics,USER_115,Normal
117,293.03,1,Clothing,0,0,81,4,61,0,0,0.19919920600391558,0.7567567567567569,0.4444444444444444,TX_117,Clothing,USER_116,Normal
118,37.17,6,Travel,1,0,83,4,30,0,1,0.025267837720252338,0.7837837837837839,0.4444444444444444,TX_118,Travel,USER_117,Normal
119,401.55,2,Travel,0,0,46,1,39,0,0,0.2729701435718947,0.2837837837837839,0.1111111111111111,TX_119,Travel,USER_118,Normal
120,139.52,14,Grocery,0,0,61,0,43,0,0,0.09484446378072657,0.4864864864864865,0.0,TX_120,Grocery,USER_119,Normal
121,296.52,0,Electronics,0,0,99,3,18,0,0,0.20157167718077004,1.0,0.3333333333333333,TX_121,Electronics,USER_120,Normal
122,407.56,1,Grocery,1,0,36,2,34,1,1,0.2770556884924951,0.14864864864864868,0.2222222222222222,TX_122,Grocery,USER_121,Fraud
123,68.89,9,Food,0,0,45,0,36,0,0,0.04683081357407005,0.2702702702702703,0.0,TX_123,Food,USER_122,Normal
124,20.99,15,Grocery,1,1,39,2,19,1,2,0.014268816619534478,0.18918918918918926,0.2222222222222222,TX_124,Grocery,USER_123,Fraud
125,46.56,14,Clothing,0,0,36,4,67,0,0,0.03165107678921036,0.14864864864864868,0.4444444444444444,TX_125,Clothing,USER_124,Normal
126,100.27,23,Clothing,0,0,80,5,69,0,0,0.06816266043071569,0.7432432432432433,0.5555555555555556,TX_126,Clothing,USER_125,Normal
127,306.69,14,Grocery,0,0,40,5,28,0,0,0.20848515336088752,0.20270270270270274,0.5555555555555556,TX_127,Grocery,USER_126,Normal
128,354.84,13,Travel,0,0,57,4,47,0,0,0.24121709810746136,0.43243243243243246,0.4444444444444444,TX_128,Travel,USER_127,Normal
129,1.26,21,Food,0,1,67,2,63,0,1,0.0008565368718729606,0.5675675675675677,0.2222222222222222,TX_129,Food,USER_128,Normal
130,128.68,13,Grocery,0,1,73,4,40,0,1,0.08747552751794649,0.6486486486486487,0.4444444444444444,TX_130,Grocery,USER_129,Normal
131,97.25,5,Travel,1,0,42,1,32,0,1,0.06610969110289319,0.22972972972972971,0.1111111111111111,TX_131,Travel,USER_130,Normal
132,45.21,13,Grocery,0,0,40,2,40,0,0,0.03073335871220361,0.20270270270270274,0.2222222222222222,TX_132,Grocery,USER_131,Normal
133,22.98,16,Electronics,1,1,64,3,29,0,2,0.015621601044159234,0.5270270270270271,0.3333333333333333,TX_133,Electronics,USER_132,Normal
134,74.14,17,Clothing,0,0,91,1,44,0,0,0.05039971720687405,0.891891891891892,0.1111111111111111,TX_134,Clothing,USER_133,Normal
135,515.36,19,Electronics,0,1,86,1,23,0,1,0.35033717641940393,0.8243243243243245,0.1111111111111111,TX_135,Electronics,USER_134,Normal
136,70.27,18,Electronics,0,0,51,2,47,0,0,0.04776892538612138,0.3513513513513514,0.2222222222222222,TX_136,Electronics,USER_135,Normal
137,131.66,16,Food,0,0,38,3,22,0,0,0.08950130519904285,0.17567567567567577,0.3333333333333333,TX_137,Food,USER_136,Normal
138,218.54,15,Travel,0,0,90,0,63,0,0,0.14856156188818795,0.8783783783783784,0.0,TX_138,Travel,USER_137,Normal
139,81.36,7,Clothing,1,0,51,4,55,0,1,0.05530780944093974,0.3513513513513514,0.4444444444444444,TX_139,Clothing,USER_138,Normal
140,642.2,6,Electronics,0,0,78,1,52,0,0,0.43656188818794867,0.7162162162162163,0.1111111111111111,TX_140,Electronics,USER_139,Normal
141,590.76,19,Clothing,1,0,84,3,23,0,1,0.40159343049815094,0.7972972972972973,0.3333333333333333,TX_141,Clothing,USER_140,Normal
142,52.21,11,Travel,0,0,64,2,31,0,0,0.03549189688927561,0.5270270270270271,0.2222222222222222,TX_142,Travel,USER_141,Normal
143,123.78,8,Grocery,0,0,69,1,69,0,0,0.08414455079399608,0.5945945945945946,0.1111111111111111,TX_143,Grocery,USER_142,Normal
144,64.43,13,Electronics,0,0,92,1,67,0,0,0.04379894496410703,0.9054054054054056,0.1111111111111111,TX_144,Electronics,USER_143,Normal
145,60.34,19,Travel,0,0,92,2,34,0,0,0.04101859908636067,0.9054054054054056,0.2222222222222222,TX_145,Travel,USER_144,Normal
146,6.77,0,Clothing,0,0,87,2,26,0,0,0.00460218620839678,0.8378378378378378,0.2222222222222222,TX_146,Clothing,USER_145,Normal
147,169.29,9,Travel,0,0,64,3,57,0,0,0.11508184685664563,0.5270270270270271,0.3333333333333333,TX_147,Travel,USER_146,Normal
148,125.73,16,Grocery,0,0,65,1,48,0,0,0.08547014357189471,0.5405405405405406,0.1111111111111111,TX_148,Grocery,USER_147,Normal
149,9.51,16,Travel,0,0,85,5,53,0,0,0.006464814009136393,0.8108108108108109,0.5555555555555556,TX_149,Travel,USER_148,Normal
150,58.79,16,Clothing,0,0,89,1,27,0,0,0.0399649227757233,0.864864864864865,0.1111111111111111,TX_150,Clothing,USER_149,Normal
151,429.99,3,Electronics,0,0,25,2,44,0,0,0.29230340439417013,0.0,0.2222222222222222,TX_151,Electronics,USER_150,Normal
152,49.29,16,Electronics,0,0,33,7,66,0,0,0.03350690667826844,0.10810810810810811,0.7777777777777777,TX_152,Electronics,USER_151,Normal
153,28.18,17,Food,0,0,99,4,69,0,0,0.019156515118555578,1.0,0.4444444444444444,TX_153,Food,USER_152,Normal
154,121.01,19,Clothing,1,0,39,3,22,0,1,0.08226152925821188,0.18918918918918926,0.3333333333333333,TX_154,Clothing,USER_153,Normal
155,763.93,22,Food,0,0,83,1,34,0,0,0.5193128670872308,0.7837837837837839,0.1111111111111111,TX_155,Food,USER_154,Normal
156,49.89,1,Food,0,0,90,0,48,0,0,0.03391478137916032,0.8783783783783784,0.0,TX_156,Food,USER_155,Normal
157,200.73,7,Grocery,0,0,34,1,31,0,0,0.13645448118338047,0.12162162162162166,0.1111111111111111,TX_157,Grocery,USER_156,Normal
158,258.1,12,Clothing,0,0,73,2,40,0,0,0.1754541005003263,0.6486486486486487,0.2222222222222222,TX_158,Clothing,USER_157,Normal
159,48.84,22,Electronics,0,0,35,1,61,0,0,0.033201000652599524,0.1351351351351352,0.1111111111111111,TX_159,Electronics,USER_158,Normal
160,234.49,21,Clothing,0,0,54,2,46,0,0,0.15940423102023057,0.391891891891892,0.2222222222222222,TX_160,Clothing,USER_159,Normal
161,82.53,19,Grocery,1,0,47,3,56,0,1,0.05610316510767892,0.29729729729729737,0.3333333333333333,TX_161,Grocery,USER_160,Normal
162,180.09,21,Clothing,1,0,46,1,32,0,1,0.12242359147269959,0.2837837837837839,0.1111111111111111,TX_162,Clothing,USER_161,Normal
163,180.69,14,Clothing,0,1,75,2,64,0,1,0.12283146617359146,0.6756756756756758,0.2222222222222222,TX_163,Clothing,USER_162,Normal
164,138.13,19,Food,0,0,66,3,29,0,0,0.09389955405699368,0.5540540540540541,0.3333333333333333,TX_164,Food,USER_163,Normal
165,17.03,22,Clothing,0,0,53,0,50,0,0,0.011576843593648032,0.3783783783783784,0.0,TX_165,Clothing,USER_164,Normal
166,324.66,8,Food,0,0,69,1,57,0,0,0.22070100065259954,0.5945945945945946,0.1111111111111111,TX_166,Food,USER_165,Normal
167,69.63,2,Food,0,0,57,0,47,0,0,0.047333859038503366,0.43243243243243246,0.0,TX_167,Food,USER_166,Normal
168,37.16,2,Travel,0,0,63,6,39,0,0,0.025261039808570803,0.5135135135135136,0.6666666666666666,TX_168,Travel,USER_167,Normal
169,7.49,1,Grocery,0,0,97,1,47,0,0,0.005091635849467043,0.9729729729729731,0.1111111111111111,TX_169,Grocery,USER_168,Normal
170,160.88,0,Food,0,0,89,2,49,0,0,0.10936480313247769,0.864864864864865,0.2222222222222222,TX_170,Food,USER_169,Normal
171,203.73,13,Clothing,0,0,74,3,37,0,0,0.1384938546878399,0.6621621621621622,0.3333333333333333,TX_171,Clothing,USER_170,Normal
172,3.01,16,Food,0,0,72,0,55,0,0,0.0020461714161409614,0.6351351351351352,0.0,TX_172,Food,USER_171,Normal
173,129.17,12,Food,0,0,61,3,37,0,0,0.08780862519034152,0.4864864864864865,0.3333333333333333,TX_173,Food,USER_172,Normal
174,46.23,18,Food,1,1,57,2,19,0,2,0.03142674570371981,0.43243243243243246,0.2222222222222222,TX_174,Food,USER_173,Normal
175,186.5,22,Electronics,0,0,30,2,48,0,0,0.12678105286056124,0.0675675675675676,0.2222222222222222,TX_175,Electronics,USER_174,Normal
176,34.49,14,Electronics,0,0,94,2,67,0,0,0.023445997389601916,0.9324324324324326,0.2222222222222222,TX_176,Electronics,USER_175,Normal
177,211.36,13,Electronics,0,0,79,1,45,0,0,0.1436806613008484,0.7297297297297297,0.1111111111111111,TX_177,Electronics,USER_176,Normal
178,88.01,1,Electronics,0,1,68,0,20,0,1,0.05982842070915815,0.5810810810810811,0.0,TX_178,Electronics,USER_177,Normal
179,496.86,6,Travel,0,1,74,4,37,0,1,0.3377610398085708,0.6621621621621622,0.4444444444444444,TX_179,Travel,USER_178,Normal
180,26.63,16,Food,0,0,78,2,52,0,0,0.018102838807918208,0.7162162162162163,0.2222222222222222,TX_180,Food,USER_179,Normal
181,75.08,17,Travel,0,0,87,4,36,0,0,0.051038720904938,0.8378378378378378,0.4444444444444444,TX_181,Travel,USER_180,Normal
182,21.68,5,Clothing,0,0,40,3,23,0,0,0.014737872525560147,0.20270270270270274,0.3333333333333333,TX_182,Clothing,USER_181,Normal
183,465.51,20,Grocery,0,0,71,5,28,0,0,0.31644958668696976,0.6216216216216217,0.5555555555555556,TX_183,Grocery,USER_182,Normal
184,377.7,7,Travel,1,0,81,2,62,0,1,0.2567571242114422,0.7567567567567569,0.2222222222222222,TX_184,Travel,USER_183,Normal
185,53.7,1,Electronics,0,0,26,3,23,0,0,0.0365047857298238,0.013513513513513542,0.3333333333333333,TX_185,Electronics,USER_184,Normal
186,194.18,0,Electronics,0,0,61,3,35,0,0,0.13200184903197737,0.4864864864864865,0.3333333333333333,TX_186,Electronics,USER_185,Normal
187,305.91,15,Clothing,0,0,47,4,64,0,0,0.2079549162497281,0.29729729729729737,0.4444444444444444,TX_187,Clothing,USER_186,Normal
188,145.82,6,Food,0,0,37,1,31,0,0,0.09912714814009135,0.16216216216216217,0.1111111111111111,TX_188,Food,USER_187,Normal
189,135.77,21,Grocery,1,0,89,4,31,0,1,0.09229524690015228,0.864864864864865,0.4444444444444444,TX_189,Grocery,USER_188,Normal
190,49.84,23,Travel,0,0,72,2,18,0,0,0.03388079182075267,0.6351351351351352,0.2222222222222222,TX_190,Travel,USER_189,Normal
191,17.59,10,Food,0,0,31,1,34,0,0,0.011957526647813792,0.08108108108108114,0.1111111111111111,TX_191,Food,USER_190,Normal
192,409.52,14,Food,0,0,55,2,31,0,0,0.27838807918207525,0.4054054054054055,0.2222222222222222,TX_192,Food,USER_191,Normal
193,415.22,12,Travel,1,0,87,2,48,0,1,0.2822628888405482,0.8378378378378378,0.2222222222222222,TX_193,Travel,USER_192,Normal
